Set_database_ID	Set_Name	Set_Components	Set_Organism	Set_db_id
5384	RAG1-RAG2 tetramer complex	ENSG00000166349,ENSG00000175097	Human	5384
5385	GAIT complex	ENSG00000136628,ENSG00000111640,ENSG00000142541,ENSG00000135316	Human	5385
5386	MLL1-WDR5 complex	ENSG00000129691,ENSG00000161939,ENSG00000153391,ENSG00000100888,ENSG00000169016,ENSG00000172534,ENSG00000170606,ENSG00000120071,ENSG00000001497,ENSG00000187778,ENSG00000179087,ENSG00000118058,ENSG00000103510,ENSG00000141456,ENSG00000025293,ENSG00000105618,ENSG00000117222,ENSG00000121481,ENSG00000175792,ENSG00000161956,ENSG00000147133,ENSG00000130699,ENSG00000106290,ENSG00000178913,ENSG00000136891,ENSG00000196363	Human	5386
5388	SERPINA1-ELA2 complex	ENSG00000197561,ENSG00000197249	Human	5388
5389	SERPINA3-CTSG complex	ENSG00000100448,ENSG00000196136	Human	5389
5391	SERPINA1-CTSG complex	ENSG00000100448,ENSG00000197249	Human	5391
5400	BRCC complex	ENSG00000012048,ENSG00000139618,ENSG00000185515,ENSG00000158019,ENSG00000051180	Human	5400
5401	PLEKHM2-KIF5B complex	ENSG00000170759,ENSG00000116786	Human	5401
5402	Cdk5-Cdk5r1-Pctk1 complex	ENSG00000164885,ENSG00000176749,ENSG00000102225	Mouse	5402
5404	Myod1-Tcf3 complex	ENSG00000129152,ENSG00000071564	Mouse	5404
5405	Myod1 homodimer complex	ENSG00000129152	Mouse	5405
5407	NGF-TrkA complex	ENSG00000134259,ENSG00000198400	Human	5407
5408	Neurotrophin-3-p75 complex	ENSG00000064300,ENSG00000185652	Human	5408
5409	TIAM1-GRIN1 complex	ENSG00000176884,ENSG00000156299	Human	5409
5411	EDG1-HTR1D complex	ENSG00000170989,ENSG00000179546	Human	5411
5412	HTR1D  homodimer complex	ENSG00000179546	Human	5412
5414	HTR1A-HTR1D complex	ENSG00000178394,ENSG00000179546	Human	5414
5415	HTR1B homodimer complex	ENSG00000135312	Human	5415
5416	HTR1A-HTR1B complex	ENSG00000178394,ENSG00000135312	Human	5416
5417	HTR1D-HTR1B complex	ENSG00000135312,ENSG00000179546	Human	5417
5418	GABBR2-HTR1A complex	ENSG00000136928,ENSG00000178394	Human	5418
5419	HTR1A-GPR26 complex	ENSG00000154478,ENSG00000178394	Human	5419
5420	HTR1A-EDG3 complex	ENSG00000213694,ENSG00000178394	Human	5420
5421	HTR1A homodimer complex	ENSG00000178394	Human	5421
5422	HTR1A-EDG1 complex	ENSG00000170989,ENSG00000178394	Human	5422
5423	HSP70-BAG5-PARK2 complex	ENSG00000166170,ENSG00000185345,ENSG00000170606	Human	5423
5424	NGF-p75 complex	ENSG00000134259,ENSG00000064300	Human	5424
5426	ANCO1-HDAC3  complex	ENSG00000167522,ENSG00000171720	Human	5426
5436	Cyclin D1-associated protein complex	ENSG00000110092,ENSG00000135446,ENSG00000124762	Mouse	5436
5439	Eya1/3-Dach1/2-Six1 complex	ENSG00000126778,ENSG00000165659,ENSG00000126733,ENSG00000104313,ENSG00000158161	Mouse	5439
5441	NRG1-IKZF4 complex	ENSG00000123411,ENSG00000157168	Human	5441
5442	EPOR receptor complex	ENSG00000187266	Human	5442
5444	CRKII-C3G complex	ENSG00000167193,ENSG00000107263	Human	5444
5446	EPO-EPOR complex	ENSG00000130427,ENSG00000187266	Human	5446
5447	Grin2a-Lrp8 complex	ENSG00000183454,ENSG00000157193	Mouse	5447
5448	Grin2b-Lrp8 complex	ENSG00000150086,ENSG00000157193	Mouse	5448
5449	Splicing-associated factors complex	ENSG00000124795,ENSG00000205937,ENSG00000133226,ENSG00000183684	Human	5449
5450	Mediator complex	ENSG00000125686,ENSG00000133398,ENSG00000161920,ENSG00000108510,ENSG00000123066,ENSG00000180182,ENSG00000099917,ENSG00000175221,ENSG00000042429,ENSG00000124641,ENSG00000152944,ENSG00000148297,ENSG00000112282,ENSG00000008838,ENSG00000104973,ENSG00000105085,ENSG00000160563,ENSG00000063322,ENSG00000164758,ENSG00000108590,ENSG00000136146,ENSG00000133997,ENSG00000155868,ENSG00000159479,ENSG00000156603,ENSG00000198836	Human	5450
5451	MED18-MED20-MED29 mediator subcomplex	ENSG00000124641,ENSG00000063322	Human	5451
5452	Foxo4-Srf-Myocd complex	ENSG00000184481,ENSG00000141052,ENSG00000112658	Mouse	5452
5459	Axin2-Ctnnb1-Apc complex	ENSG00000134982,ENSG00000168646,ENSG00000168036	Mouse	5459
5460	p50-p65 NF(kappa)B complex	ENSG00000109320,ENSG00000173039	Human	5460
5461	p50-p65 NF(kappa)B-SRC1 complex	ENSG00000084676,ENSG00000109320,ENSG00000173039	Human	5461
5464	I(kappa)B(alpha)-NF(kappa)Bp50-NF(kappa)Bp65 complex	ENSG00000109320,ENSG00000100906,ENSG00000173039	Human	5464
5465	IKB(epsilon)-RELA-cREL complex	ENSG00000146232,ENSG00000162924,ENSG00000173039	Human	5465
5466	IKB(beta)-RELA-cREL complex	ENSG00000104825,ENSG00000162924,ENSG00000173039	Human	5466
5467	IKB(alpha)-RELA-cREL complex	ENSG00000100906,ENSG00000162924,ENSG00000173039	Human	5467
5475	MURR1-NF(kappa)Bp65-IKBA complex	ENSG00000173163,ENSG00000100906,ENSG00000173039	Human	5475
5493	Tmsb4x-Lims1-Ilk complex	ENSG00000166333,ENSG00000169756	Mouse	5493
5495	TFIIH transcription factor complex (ERCC2, ERCC3, GTF2H1, CDK7, CCNH, GTF2H2)	ENSG00000134480,ENSG00000134058,ENSG00000104884,ENSG00000163161,ENSG00000110768,ENSG00000145736	Human	5495
5497	Thyroglobulin folding complex (Tg, Hspa5, Pdi, Erp29, Grp94)	ENSG00000044574,ENSG00000117115,ENSG00000042832,ENSG00000166598	Rat	5497
5498	ILK-PARVB-ARHGEF6 complex	ENSG00000129675,ENSG00000166333,ENSG00000188677	Human	5498
5499	PARVB-ARHGEF6 complex	ENSG00000129675,ENSG00000188677	Human	5499
5500	Thyroglobulin folding complex (Tg, Pdi, Erp29)	ENSG00000117115,ENSG00000042832	Rat	5500
5501	Thyroglobulin folding complex (Tg, Hspa5, Erp29, Grp94)	ENSG00000044574,ENSG00000042832,ENSG00000166598	Rat	5501
5502	EED-EZH-YY1 polycomb complex	ENSG00000074266,ENSG00000106462,ENSG00000100811	Human	5502
5511	Tctex1-channel complex	ENSG00000148408,ENSG00000158560,ENSG00000146425	Rat	5511
5513	Polycomb repressive complex	ENSG00000168283,ENSG00000141582,ENSG00000111752	Human	5513
5518	BMI1-HPH1-HPH2 complex	ENSG00000168283,ENSG00000111752,ENSG00000134686	Human	5518
5521	EED-EZH polycomb complex	ENSG00000074266,ENSG00000106462	Human	5521
5524	Bmi1-Mel18-Mph1-M33 polycomb repressor complex	ENSG00000168283,ENSG00000056661,ENSG00000111752	Mouse	5524
5526	CALM1-FKBP38-BCL2 complex	ENSG00000171791,ENSG00000105701	Human	5526
5528	Homodimeric complex Adrb2	ENSG00000169252	Rat	5528
5529	TRAF2-cIAP1/BIRC2 complex	ENSG00000110330,ENSG00000127191	Human	5529
5530	Homodimeric complex LTBR	ENSG00000111321	Human	5530
5531	Tumor necrosis factor receptor 1 signaling complex	ENSG00000110330,ENSG00000067182,ENSG00000102871,ENSG00000127191	Human	5531
5534	PLCB1-PARD3-PARD6A complex	ENSG00000148498,ENSG00000102981,ENSG00000182621	Human	5534
5535	PLCB3-PARD3-PARD6A complex	ENSG00000148498,ENSG00000102981,ENSG00000149782	Human	5535
5540	TRAF2-TRADD complex	ENSG00000102871,ENSG00000127191	Human	5540
5541	Ternary complex (TRAF2, FADD, TRADD)	ENSG00000168040,ENSG00000102871,ENSG00000127191	Human	5541
5542	CCNB2-CDC2 complex	ENSG00000157456,ENSG00000170312	Human	5542
5543	CCNB1-CDC2 complex	ENSG00000134057,ENSG00000170312	Human	5543
5544	CDC2-PCNA-CCNB1-GADD45A complex	ENSG00000134057,ENSG00000170312,ENSG00000116717,ENSG00000132646	Human	5544
5545	CDC2-PCNA-CCNB1-GADD45B complex	ENSG00000134057,ENSG00000170312,ENSG00000099860,ENSG00000132646	Human	5545
5546	CDC2-PCNA-CCNB1-GADD45G complex	ENSG00000134057,ENSG00000170312,ENSG00000130222,ENSG00000132646	Human	5546
5549	IL-12 subunit p40 homodimer complex	ENSG00000113302	Human	5549
5550	CDC2-CCNB1-CCNF complex	ENSG00000134057,ENSG00000162063,ENSG00000170312	Human	5550
5551	CDC2-CCNB1-PTCH1 complex	ENSG00000134057,ENSG00000170312,ENSG00000185920	Human	5551
5556	CDK2-CCNA2 complex	ENSG00000145386,ENSG00000123374	Human	5556
5557	CDC2-CCNA2 complex	ENSG00000145386,ENSG00000170312	Human	5557
5558	PAR6-CDC42 complex	ENSG00000124171	Human	5558
5559	CDC2-CCNA2-CDK2 complex	ENSG00000145386,ENSG00000170312,ENSG00000123374	Human	5559
5560	CDK2-CCNE1 complex	ENSG00000105173,ENSG00000123374	Human	5560
5564	LMO4-gp130 complex	ENSG00000134352,ENSG00000162434,ENSG00000143013,ENSG00000179295,ENSG00000184557	Human	5564
5566	Isl1-Jak1-Stat3 complex	ENSG00000016082,ENSG00000162434,ENSG00000168610	Mouse	5566
5573	Stat1-alpha-dimer-CBP DNA-protein complex	ENSG00000005339,ENSG00000115415	Human	5573
5574	Vps29-Vps35-Vps26a complex	ENSG00000122958,ENSG00000111237,ENSG00000069329	Mouse	5574
5575	SHP-NR5A2 complex	ENSG00000131910,ENSG00000116833	Human	5575
5576	Pigr-Vps35-Vps26a-Vps29 complex	ENSG00000162896,ENSG00000122958	Rat	5576
5577	Ephb1-Sdc2 complex	ENSG00000154928,ENSG00000169439	Rat	5577
5578	Sdc2-Ephb2 complex	ENSG00000133216,ENSG00000169439	Mouse	5578
5579	CNTF-CNTFR-gp130-LIFR complex	ENSG00000242689,ENSG00000122756,ENSG00000134352,ENSG00000113594	Human	5579
5582	LIFR-LIF-gp130 complex	ENSG00000134352,ENSG00000128342,ENSG00000113594	Human	5582
5583	Per1-Cry1-Cry2-Nono-Wdr5 complex	ENSG00000008405,ENSG00000121671,ENSG00000147140,ENSG00000179094,ENSG00000196363	Rat	5583
5584	Per1-Nono-Wdr5 complex	ENSG00000147140,ENSG00000179094,ENSG00000196363	Rat	5584
5585	Per2-Nono-Wdr5 complex	ENSG00000147140,ENSG00000132326,ENSG00000196363	Rat	5585
5589	LINC complex, S-phase	ENSG00000188223,ENSG00000189308,ENSG00000183814,ENSG00000101057,ENSG00000162521,ENSG00000080839	Human	5589
5590	Zip-Prkcz-Kcnab2 complex	ENSG00000069424,ENSG00000067606,ENSG00000161011	Rat	5590
5593	LINC core complex	ENSG00000188223,ENSG00000189308,ENSG00000183814,ENSG00000162521	Human	5593
5596	LINC complex, quiescent cells	ENSG00000205250,ENSG00000188223,ENSG00000189308,ENSG00000183814,ENSG00000162521,ENSG00000103479	Human	5596
5597	Zip3-Prkcz-Gabrr3 complex	ENSG00000067606,ENSG00000161011	Rat	5597
5604	Emerin complex 1	ENSG00000075624,ENSG00000117519,ENSG00000102119,ENSG00000136153,ENSG00000100345,ENSG00000157483,ENSG00000052723,ENSG00000197694	Human	5604
5606	Emerin-actin-NMI-(alphaII)spectrin complex	ENSG00000075624,ENSG00000102119,ENSG00000123609,ENSG00000197694	Human	5606
5607	Emerin-actin-NMI complex	ENSG00000075624,ENSG00000102119,ENSG00000123609	Human	5607
5608	Emerin architectural complex	ENSG00000075624,ENSG00000102119,ENSG00000160789,ENSG00000113368,ENSG00000123609,ENSG00000197694	Human	5608
5609	Emerin regulatory complex	ENSG00000075624,ENSG00000175334,ENSG00000102119,ENSG00000116478,ENSG00000171720,ENSG00000124610,ENSG00000136153,ENSG00000080839	Human	5609
5610	Alpha-GDI-Hsp90 chaperone complex, ATP dependent	ENSG00000101152,ENSG00000203879,ENSG00000109971	Rat	5610
5611	Emerin complex 24	ENSG00000125888,ENSG00000108561,ENSG00000102119,ENSG00000124610,ENSG00000153187,ENSG00000160789,ENSG00000113368,ENSG00000073111,ENSG00000104738,ENSG00000076003,ENSG00000123609,ENSG00000139687,ENSG00000103479,ENSG00000136715	Human	5611
5612	Alpha-GDI-Rab3a complex, cytosolic	ENSG00000203879,ENSG00000105649	Rat	5612
5613	Emerin complex 25	ENSG00000075624,ENSG00000175334,ENSG00000107949,ENSG00000105401,ENSG00000102119,ENSG00000145907,ENSG00000165119,ENSG00000113368,ENSG00000128534,ENSG00000136715,ENSG00000167088,ENSG00000138385,ENSG00000166913,ENSG00000108953,ENSG00000132485	Human	5613
5614	Emerin complex 32	ENSG00000075624,ENSG00000125888,ENSG00000111642,ENSG00000162961,ENSG00000102119,ENSG00000116478,ENSG00000171720,ENSG00000113368,ENSG00000136146,ENSG00000123609,ENSG00000080839,ENSG00000103479,ENSG00000089902,ENSG00000150459,ENSG00000099956,ENSG00000173473,ENSG00000139613,ENSG00000197694,ENSG00000177565,ENSG00000092377,ENSG00000130726	Human	5614
5615	Emerin complex 52	ENSG00000075624,ENSG00000166181,ENSG00000108561,ENSG00000166165,ENSG00000123136,ENSG00000102119,ENSG00000143321,ENSG00000124610,ENSG00000165119,ENSG00000104824,ENSG00000153187,ENSG00000129351,ENSG00000140575,ENSG00000174106,ENSG00000113368,ENSG00000128534,ENSG00000123609,ENSG00000150593,ENSG00000103479,ENSG00000167088,ENSG00000126351,ENSG00000108953,ENSG00000134308	Human	5615
5616	Hsp110-Hsc70-Hsp25 complex	ENSG00000109971,ENSG00000106211,ENSG00000120694	Mouse	5616
5622	HSP90-CIP1-FKBPL complex	ENSG00000124762,ENSG00000080824	Human	5622
5627	Cdh23-Myo1c complex	ENSG00000107736,ENSG00000197879	Mouse	5627
5628	Ask1-Traf6 complex, LPS induced	ENSG00000197442,ENSG00000175104	Mouse	5628
5641	PSD95-FYN-NR2A complex	ENSG00000132535,ENSG00000010810,ENSG00000183454	Human	5641
5642	Securin-separase complex	ENSG00000135476,ENSG00000164611	Human	5642
5643	ESPL1-CDC2 complex	ENSG00000170312,ENSG00000135476	Human	5643
5644	Sharpin homo-oligomer complex	ENSG00000179526	Rat	5644
5645	Sharpin-Shank1 complex	ENSG00000161681,ENSG00000179526	Rat	5645
5646	FARP2-NRP1-PlexinA1 complex	ENSG00000006607,ENSG00000099250,ENSG00000114554	Human	5646
5647	FARP2-NRP1-PlexinA2 complex	ENSG00000006607,ENSG00000099250,ENSG00000076356	Human	5647
5648	FARP2-NRP1-PlexinA3 complex	ENSG00000006607,ENSG00000099250,ENSG00000130827	Human	5648
5649	FARP2-NRP1-PlexinA4 complex	ENSG00000006607,ENSG00000099250,ENSG00000221866	Human	5649
5654	SEMA4A-PlexinD1 complex	ENSG00000004399,ENSG00000196189	Human	5654
5655	Ternary complex (LRRC7, CAMK2a, ACTN4)	ENSG00000130402,ENSG00000070808,ENSG00000033122	Human	5655
5656	CEBPE-E2F1-RB1 complex	ENSG00000092067,ENSG00000101412,ENSG00000139687	Human	5656
5663	TRIM27-RB1 complex	ENSG00000139687	Human	5663
5683	hRAD51C-hXRCC3 complex	ENSG00000051180,ENSG00000196584	Human	5683
5685	Membrane protein complex (VCP, UFD1L, SEC61B)	ENSG00000106803,ENSG00000070010,ENSG00000165280	Human	5685
5689	SEMA6D-PlexinA1-NRP1 complex	ENSG00000099250,ENSG00000114554,ENSG00000137872	Human	5689
5691	TALL1 homo-oligomer complex	ENSG00000102524	Human	5691
5693	Tip5-Dnmt-Hdac1 complex	ENSG00000076108,ENSG00000130816,ENSG00000088305	Mouse	5693
5694	Nucleolar remodeling complex (NoRC complex)	ENSG00000076108,ENSG00000153147	Human	5694
5695	TIP5-DNMT-HDAC1 complex	ENSG00000076108,ENSG00000130816,ENSG00000088305,ENSG00000116478	Human	5695
5696	VEGFA(165)-KDR-NRP1 complex	ENSG00000128052,ENSG00000099250,ENSG00000112715	Human	5696
5697	VEGFA(165)-KDR-NRP1 complex	ENSG00000112715	Pig	5697
5701	NRP1-VEGF(165/121) complex	ENSG00000099250,ENSG00000112715	Human	5701
5702	VEGF-KDR-NRP2 complex	ENSG00000112715	Pig	5702
5706	CyclinB1-Cdc2 complex	ENSG00000134057,ENSG00000170312	Mouse	5706
5710	PRMT2 homo-oligomer complex	ENSG00000160310	Human	5710
5724	CIN85-SH3GL3-CBL complex	ENSG00000110395,ENSG00000140600,ENSG00000147010	Human	5724
5725	Mdm2-P53 complex	ENSG00000135679,ENSG00000141510	Mouse	5725
5730	IKBKG homotrimer complex	ENSG00000073009	Human	5730
5731	NRP1-VEGFC complex, heparin dependent	ENSG00000099250,ENSG00000150630	Human	5731
5732	NRP2-VEGFC complex	ENSG00000118257,ENSG00000150630	Human	5732
5733	NRP2-VEGFD complex, heparin dependent	ENSG00000165197,ENSG00000118257	Human	5733
5734	NRP1-VEGFD complex, heparin dependent	ENSG00000165197,ENSG00000099250	Human	5734
5735	TGF-beta receptor-SMAD3 complex	ENSG00000166949,ENSG00000106799,ENSG00000163513	Human	5735
5736	Pre-initiation complex (PIC)	ENSG00000075624,ENSG00000181222,ENSG00000112592	Human	5736
5737	Multicomponent signaling complex, anti-CD40 stimulated (Birc2, Birc3, Cd40, Ikbkg, Map2k4, Map2k7, Map3k1, Traf2, Ube2n)	ENSG00000110330,ENSG00000023445,ENSG00000101017,ENSG00000073009,ENSG00000065559,ENSG00000076984,ENSG00000095015,ENSG00000127191,ENSG00000177889	Mouse	5737
5740	NRP2-VEGFR3 complex	ENSG00000037280,ENSG00000118257	Human	5740
5742	Multicomponent signaling complex, anti-CD40 stimulated,(Birc2, Birc3, Cd40, Ikbkg, Map3k1, Traf2, Ube2n)	ENSG00000110330,ENSG00000023445,ENSG00000101017,ENSG00000073009,ENSG00000095015,ENSG00000127191,ENSG00000177889	Mouse	5742
5743	Membrane-associated multicomponent signaling complex, anti-CD40 stimulated (Cd40, Ikbkg, Map3k1, Traf2, Ube2n)	ENSG00000101017,ENSG00000073009,ENSG00000095015,ENSG00000127191,ENSG00000177889	Mouse	5743
5744	Cytosolic multicomponent signaling complex, anti-CD40 stimulated, (Ikbkg, Map3k1, Traf2, Ube2n)	ENSG00000073009,ENSG00000095015,ENSG00000127191,ENSG00000177889	Mouse	5744
5745	PlexinA1-NRP1 complex	ENSG00000099250,ENSG00000114554	Human	5745
5746	PlexinA1-NRP1-SEMA3A complex	ENSG00000099250,ENSG00000114554,ENSG00000075213	Human	5746
5748	2AR-mGluR2 complex	ENSG00000150594,ENSG00000120251	Human	5748
5749	MRIT complex	ENSG00000171552,ENSG00000064012,ENSG00000003402	Human	5749
5755	SUMO1-SUA1-UBA2 complex	ENSG00000142230,ENSG00000116030,ENSG00000126261	Human	5755
5756	SUA1-UBA2 complex	ENSG00000142230,ENSG00000126261	Human	5756
5758	PLXNA2-RANBPM complex	ENSG00000076356,ENSG00000010017	Human	5758
5759	PLXNA3-RANBPM complex	ENSG00000130827,ENSG00000010017	Human	5759
5760	PLXNA4-RANBPM complex	ENSG00000221866,ENSG00000010017	Human	5760
5762	CRMP-MICAL-PlexinA1 complex, induced by SEMA3A	ENSG00000072832,ENSG00000135596,ENSG00000114554	Human	5762
5770	RUNX1-CBF-beta-DNA complex	ENSG00000067955,ENSG00000159216	Human	5770
5791	PlexinA1-PlexinB1 complex	ENSG00000114554,ENSG00000164050	Mouse	5791
5798	Death induced signaling complex II (FADD, CASP8, CFLAR), cytosolic, CD95L induced	ENSG00000064012,ENSG00000003402,ENSG00000168040	Human	5798
5799	Death induced signaling complex DISC (FAS, FADD, CASP8, CFLAR), membrane-associated, CD95L induced	ENSG00000064012,ENSG00000003402,ENSG00000168040,ENSG00000026103	Human	5799
5800	Death-inducing signaling complex DISC (type I cells associated), stimulated	ENSG00000064012,ENSG00000168040,ENSG00000026103	Human	5800
5805	PGAM5-KEAP1-NRF2 complex	ENSG00000079999,ENSG00000116044,ENSG00000176894	Human	5805
5806	Keap1-Nrf2-Cul3 complex	ENSG00000036257,ENSG00000079999,ENSG00000116044	Mouse	5806
5809	GABAA receptor 	ENSG00000022355,ENSG00000145864,ENSG00000113327	Human	5809
5813	tBID-BAK1 complex	ENSG00000030110,ENSG00000015475	Mouse	5813
5814	Tp53-BAK1 complex	ENSG00000030110,ENSG00000141510	Mouse	5814
5816	Apoptosome-procaspase 9 complex	ENSG00000120868,ENSG00000132906,ENSG00000172115	Human	5816
5821	BAD-BCL2xL complex	ENSG00000002330,ENSG00000171552	Mouse	5821
5823	MCL1-BAK1 complex	ENSG00000030110,ENSG00000143384	Human	5823
5828	IKBKG-IKBKB  complex	ENSG00000104365,ENSG00000073009	Human	5828
5829	IKBKG-CHUK complex	ENSG00000213341,ENSG00000073009	Human	5829
5830	DJ-1-SNCA complex, high molecular weight complex	ENSG00000116288,ENSG00000145335	Human	5830
5877	MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex	ENSG00000157764,ENSG00000141068,ENSG00000169032,ENSG00000132155,ENSG00000108953	Human	5877
5832	PINK1-MIRO2-Milton complex	ENSG00000158828,ENSG00000140983,ENSG00000182606	Human	5832
5836	MIRO2-Milton complex	ENSG00000140983,ENSG00000182606	Human	5836
5837	PPD complex	ENSG00000185345,ENSG00000116288,ENSG00000158828	Human	5837
5843	AIF-CYPA-DNA complex	ENSG00000156709,ENSG00000196262	Human	5843
5844	I-kappa-B kinase (IKK) complex	ENSG00000213341,ENSG00000104365,ENSG00000073009	Human	5844
5849	HSP90-CDC37-LRRK2 complex	ENSG00000105401,ENSG00000096384,ENSG00000188906	Human	5849
5859	FAS-FADD-CASP8-CASP10 complex	ENSG00000003400,ENSG00000064012,ENSG00000168040,ENSG00000026103	Human	5859
5861	FAS-FADD-CASP10 complex	ENSG00000003400,ENSG00000168040,ENSG00000026103	Human	5861
5862	CAV1-VDAC1-ESR1 complex	ENSG00000105974,ENSG00000091831,ENSG00000213585	Human	5862
5870	FE65-TSHZ3-HDAC1 complex	ENSG00000166313,ENSG00000116478,ENSG00000121297	Human	5870
5871	Gamma-secretase complex (Aph1a, Psen1, Psenen, Ncstn)	ENSG00000162736,ENSG00000080815,ENSG00000205155	Mouse	5871
5872	BRAF-MAP2K1-MAP2K2-YWHAE complex	ENSG00000157764,ENSG00000169032,ENSG00000126934,ENSG00000108953	Human	5872
5873	RAF1-MAP2K1-YWHAE complex	ENSG00000169032,ENSG00000132155,ENSG00000108953	Human	5873
5876	PPP2R1A-PPP2R1B-PPP2CA-PPME1-EIF4A1 complex	ENSG00000161960,ENSG00000214517,ENSG00000113575,ENSG00000105568,ENSG00000137713	Human	5876
5879	Ksr1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated	ENSG00000141068,ENSG00000113575,ENSG00000105568,ENSG00000156475	Mouse	5879
5880	Ksr1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated	ENSG00000141068,ENSG00000113575,ENSG00000105568	Mouse	5880
5882	Raf1-PP2A holoenzyme complex (Ppp2r1a, Ppp2r2b, Ppp2ca), PDGF stimulated	ENSG00000113575,ENSG00000105568,ENSG00000156475,ENSG00000132155	Mouse	5882
5883	Raf1-PP2A core enzyme complex (Ppp2r1a, Ppp2ca), untreated	ENSG00000113575,ENSG00000105568,ENSG00000132155	Mouse	5883
5886	Ksr1 complex (Ksr1, Mek, 14-3-3), unstimulated	ENSG00000141068,ENSG00000169032,ENSG00000126934,ENSG00000175793,ENSG00000166913,ENSG00000108953,ENSG00000170027,ENSG00000128245,ENSG00000134308,ENSG00000164924	Mouse	5886
5909	Ksr1 complex (Ksr1, Mek, 14-3-3, Mapk), EGF stimulated	ENSG00000141068,ENSG00000100030,ENSG00000169032,ENSG00000126934,ENSG00000175793,ENSG00000166913,ENSG00000108953,ENSG00000170027,ENSG00000128245,ENSG00000134308,ENSG00000164924	Mouse	5909
5910	Ksr1-CK2 complex	ENSG00000101266,ENSG00000070770,ENSG00000141068	Mouse	5910
5918	KSR1 homooligomer complex	ENSG00000141068	Human	5918
5919	BRAF-RAF1-14-3-3 complex	ENSG00000157764,ENSG00000132155,ENSG00000175793,ENSG00000166913,ENSG00000108953,ENSG00000170027,ENSG00000128245,ENSG00000134308,ENSG00000164924	Human	5919
5920	KSR1-RAF1-MEK complex	ENSG00000141068,ENSG00000132155,ENSG00000169032,ENSG00000126934	Human	5920
5921	KSR1-BRAF-MEK complex	ENSG00000157764,ENSG00000141068,ENSG00000169032,ENSG00000126934	Human	5921
5922	RAF1-RAS complex, EGF induced	ENSG00000132155,ENSG00000174775,ENSG00000133703,ENSG00000213281	Human	5922
5923	RAF1-BRAF complex, RAS stimulated	ENSG00000157764,ENSG00000132155	Human	5923
5924	RAF1-CNK1 complex, RAS stimulated	ENSG00000142675,ENSG00000132155	Human	5924
5925	BRAF-CNK1 complex, not RAS stimulated	ENSG00000157764,ENSG00000142675	Human	5925
5926	CNK1 homodimer complex	ENSG00000142675	Human	5926
5928	CNK1-SRC-RAF1 complex	ENSG00000142675,ENSG00000132155,ENSG00000197122	Human	5928
5936	Ksr1-CK2-MEK-14-3-3 complex, PDGF treated	ENSG00000101266,ENSG00000070770,ENSG00000141068,ENSG00000169032,ENSG00000126934,ENSG00000166913,ENSG00000108953,ENSG00000170027,ENSG00000128245,ENSG00000134308,ENSG00000164924	Mouse	5936
5937	B-Ksr1-MEK-MAPK-14-3-3 complex	ENSG00000141068,ENSG00000100030,ENSG00000169032,ENSG00000126934,ENSG00000166913,ENSG00000108953,ENSG00000170027,ENSG00000128245,ENSG00000134308,ENSG00000164924	Mouse	5937
5946	Ksr1-Mek-Braf complex, EGF induced	ENSG00000157764,ENSG00000141068,ENSG00000169032,ENSG00000126934	Mouse	5946
5947	Ksr1-Mek-Braf-Erk complex, EGF induced	ENSG00000157764,ENSG00000141068,ENSG00000169032,ENSG00000126934,ENSG00000100030,ENSG00000102882	Mouse	5947
